index	monomial	coefficient
1150	b^7*u^9*v^2	-0.00000000000000000e+00
1151	b^7*u^10*v	-0.00000000000000000e+00
1152	b^7*u^11	-0.00000000000000000e+00
1153	b^8*v^10	0.00000000000000000e+00
1154	b^8*u*v^9	0.00000000000000000e+00
1155	b^8*u^2*v^8	1.20871628869395572e-05
1156	b^8*u^3*v^7	1.54730793778023123e-03
1157	b^8*u^4*v^6	6.14176070733533308e-01
1158	b^8*u^5*v^5	4.24693931966019012e-01
1159	b^8*u^6*v^4	3.16347444435328529e-01
1160	b^8*u^7*v^3	2.00350179787881619e-06
1161	b^8*u^8*v^2	-0.00000000000000000e+00
1162	b^8*u^9*v	-0.00000000000000000e+00
1163	b^8*u^10	-0.00000000000000000e+00
1164	b^9*v^9	0.00000000000000000e+00
1165	b^9*u*v^8	3.70961911663200553e-04
1166	b^9*u^2*v^7	5.76629252992119732e-03
1167	b^9*u^3*v^6	2.39294560461201289e-01
1168	b^9*u^4*v^5	2.74200255060146114e-01
1169	b^9*u^5*v^4	2.18472314688179847e-01
1170	b^9*u^6*v^3	9.59073446179294076e-02
1171	b^9*u^7*v^2	0.00000000000000000e+00
1172	b^9*u^8*v	0.00000000000000000e+00
1173	b^9*u^9	-0.00000000000000000e+00
1174	b^10*v^8	5.77098189279867763e-05
1175	b^10*u*v^7	1.95074727836875433e-02
1176	b^10*u^2*v^6	2.01641305230262163e-01
1177	b^10*u^3*v^5	1.78461466336233360e-01
1178	b^10*u^4*v^4	1.76923466514515265e-01
1179	b^10*u^5*v^3	1.23426144504268240e-01
1180	b^10*u^6*v^2	-9.59464521638063866e-02
1181	b^10*u^7*v	-0.00000000000000000e+00
1182	b^10*u^8	-0.00000000000000000e+00
1183	b^11*v^7	7.18808692906138837e-03
1184	b^11*u*v^6	1.12527610034046863e-01
1185	b^11*u^2*v^5	4.82853151581632348e-02
1186	b^11*u^3*v^4	3.33838219644482306e-02
1187	b^11*u^4*v^3	7.62968673532122971e-02
1188	b^11*u^5*v^2	6.89524035911197042e-02
1189	b^11*u^6*v	4.43870019493472316e-03
1190	b^11*u^7	0.00000000000000000e+00
1191	b^12*v^6	9.46034616029215597e-02
1192	b^12*u*v^5	6.22214071280930148e-02
1193	b^12*u^2*v^4	4.70441098291775259e-02
1194	b^12*u^3*v^3	3.40522994126120845e-02
1195	b^12*u^4*v^2	2.80463553771467082e-02
1196	b^12*u^5*v	1.34054272854483930e-01
1197	b^12*u^6	-1.29937266180065669e+00
1198	b^13*v^5	8.13756227880578775e-02
1199	b^13*u*v^4	8.14069428759514879e-02
1200	b^13*u^2*v^3	6.91267863134795851e-02
